iteration,loss,acc,binary_crossentropy,val_loss,val_acc,val_binary_crossentropy
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 128 None None True True --layer dense 32 None None ,0.7198,0.5015,0.8344,0.6936,0.4993,0.6936
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 128 None None True True --layer dense 64 None None ,0.7146,0.503,0.8022,0.6965,0.4897,0.6965
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 128 None None True False --layer dense 32 None None ,0.7063,0.5001,0.7569,0.6931,0.5129,0.6931
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 128 None None True False --layer dense 64 None None ,0.833,0.5009,1.2514,0.698,0.4959,0.698
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 128 None None False True --layer dense 32 None None ,0.8588,0.5011,1.275,0.7004,0.4967,0.7004
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 128 None None False True --layer dense 64 None None ,7.6864,0.4944,7.3915,7.8117,0.4905,7.8116
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 128 None None False False --layer dense 32 None None ,0.7313,0.5045,0.839,0.6952,0.5014,0.6952
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 128 None None False False --layer dense 64 None None ,0.7403,0.5039,0.9167,0.694,0.5017,0.694
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 64 None None True True --layer dense 32 None None ,0.7008,0.5012,0.73,0.6999,0.4901,0.6999
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 64 None None True True --layer dense 64 None None ,0.7224,0.5013,0.8501,0.694,0.5023,0.694
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 64 None None True False --layer dense 32 None None ,0.6966,0.5034,0.7034,0.6961,0.5089,0.6961
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 64 None None True False --layer dense 64 None None ,0.6968,0.503,0.701,0.6953,0.4922,0.6953
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 64 None None False True --layer dense 32 None None ,0.7023,0.5029,0.7312,0.6947,0.4981,0.6947
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 64 None None False True --layer dense 64 None None ,0.7119,0.5016,0.7925,0.6942,0.4995,0.6942
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 64 None None False False --layer dense 32 None None ,0.7101,0.5031,0.7818,0.6947,0.498,0.6947
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 64 None None False False --layer dense 64 None None ,0.6985,0.505,0.7084,0.694,0.4989,0.694
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 128 None None True True --layer dense 32 None None ,0.7055,0.5001,0.7555,0.6945,0.5079,0.6945
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 128 None None True True --layer dense 64 None None ,0.7012,0.5019,0.7285,0.6937,0.4992,0.6937
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 128 None None True False --layer dense 32 None None ,0.6998,0.5025,0.7165,0.6936,0.5035,0.6936
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 128 None None True False --layer dense 64 None None ,0.7019,0.5006,0.7307,0.6943,0.5077,0.6943
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 128 None None False True --layer dense 32 None None ,7.5805,0.5073,7.5995,7.5604,0.5099,7.5605
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 128 None None False True --layer dense 64 None None ,0.7001,0.5018,0.7215,0.694,0.5089,0.694
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 128 None None False False --layer dense 32 None None ,0.7022,0.4982,0.7354,0.6967,0.5047,0.6967
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer gru 128 None None False False --layer dense 64 None None ,0.7,0.5022,0.7233,0.6939,0.5029,0.6939
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 64 None None True True --layer dense 32 None None ,0.6965,0.5012,0.7038,0.6941,0.494,0.6941
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 64 None None True True --layer dense 64 None None ,0.7003,0.503,0.7322,0.6933,0.5069,0.6933
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 64 None None True False --layer dense 32 None None ,0.6984,0.5011,0.7151,0.693,0.5101,0.693
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 64 None None True False --layer dense 64 None None ,0.7023,0.5026,0.7462,0.6935,0.5038,0.6935
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 64 None None False True --layer dense 32 None None ,0.7005,0.502,0.7262,0.6945,0.497,0.6945
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 64 None None False True --layer dense 64 None None ,0.699,0.5007,0.7153,0.6952,0.5098,0.6952
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 64 None None False False --layer dense 32 None None ,0.6954,0.5023,0.6985,0.6932,0.5028,0.6932
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 64 None None False False --layer dense 64 None None ,3.5156,0.5064,6.0291,0.6933,0.5106,0.6933
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 128 None None True True --layer dense 32 None None ,0.7015,0.5031,0.7392,0.6944,0.5066,0.6944
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 128 None None True True --layer dense 64 None None ,0.6974,0.501,0.7085,0.6933,0.5036,0.6933
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 128 None None True False --layer dense 32 None None ,0.7194,0.5017,0.8054,0.6993,0.5061,0.6993
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 128 None None True False --layer dense 64 None None ,7.5778,0.5076,7.595,7.5701,0.5092,7.57
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 128 None None False True --layer dense 32 None None ,0.707,0.4996,0.7693,0.6935,0.5019,0.6935
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 128 None None False True --layer dense 64 None None ,7.5726,0.5102,7.5553,7.5911,0.5079,7.5911
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 128 None None False False --layer dense 32 None None ,0.6999,0.5033,0.7251,0.6986,0.4933,0.6986
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer lstm 128 None None False False --layer dense 64 None None ,0.7087,0.5004,0.7685,0.6937,0.5034,0.6937
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer simplernn 64 None None True True ,7.291,0.4959,6.5116,7.8208,0.4899,7.8208
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer simplernn 64 None None True False ,1.4457,0.5011,2.7541,0.7021,0.5021,0.7021
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer simplernn 64 None None False True ,5.4107,0.4981,6.5607,0.7145,0.5045,0.7145
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer simplernn 64 None None False False ,1.5023,0.4992,3.0061,0.6996,0.5039,0.6996
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer simplernn 128 None None True True ,7.7937,0.4897,7.7398,7.7744,0.493,7.7744
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer simplernn 128 None None True False ,7.3302,0.5018,7.22,7.5836,0.5084,7.5835
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer simplernn 128 None None False True ,7.4513,0.505,7.3876,7.64,0.4909,7.64
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer simplernn 128 None None False False ,3.7444,0.5032,6.0328,0.6949,0.5026,0.6949
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer gru 64 None None True True ,7.6064,0.492,7.0585,7.858,0.4875,7.858
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer gru 64 None None True False ,0.7817,0.4998,1.0723,0.6958,0.4973,0.6958
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer gru 64 None None False True ,7.5643,0.5099,7.5153,7.5904,0.5079,7.5904
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer gru 64 None None False False ,7.4192,0.5092,6.8835,7.5948,0.5076,7.5949
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer gru 128 None None True True ,7.7941,0.4924,7.7699,7.8279,0.4895,7.8279
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer gru 128 None None True False ,7.2943,0.4959,6.9481,7.8503,0.488,7.8503
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer gru 128 None None False True ,7.7988,0.492,7.7799,7.7997,0.4913,7.7998
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer gru 128 None None False False ,7.7666,0.4938,7.5571,7.7761,0.4929,7.7761
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer lstm 64 None None True True ,0.7133,0.5004,0.7904,0.6939,0.5012,0.6939
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer lstm 64 None None True False ,0.7466,0.502,0.9438,0.6942,0.503,0.6942
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer lstm 64 None None False True ,7.7905,0.4921,7.7507,7.8298,0.4894,7.8299
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer lstm 64 None None False False ,0.714,0.5026,0.7958,0.6939,0.5072,0.6939
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer lstm 128 None None True True ,7.4559,0.5095,7.4779,7.6608,0.5033,7.6609
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer lstm 128 None None True False ,1.4708,0.5016,3.1459,0.6933,0.5098,0.6933
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer lstm 128 None None False True ,7.8033,0.4918,7.761,7.7751,0.4929,7.7751
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True True --layer lstm 128 None None False False ,7.8085,0.4921,7.7637,7.7626,0.4937,7.7626
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer simplernn 64 None None True True ,6.832,0.4955,5.4656,7.7991,0.4914,7.7991
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer simplernn 64 None None True False ,2.2862,0.4976,3.9875,0.7214,0.5021,0.7214
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer simplernn 64 None None False True ,7.0286,0.4998,6.5936,7.6094,0.5057,7.6094
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer simplernn 64 None None False False ,2.4142,0.5001,4.0631,0.7087,0.5003,0.7087
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer simplernn 128 None None True True ,7.125,0.5037,6.5318,7.4934,0.5142,7.4934
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer simplernn 128 None None True False ,1.0274,0.5012,1.8504,0.6964,0.5042,0.6964
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer simplernn 128 None None False True ,7.4488,0.5038,7.1998,7.5777,0.5087,7.5778
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer simplernn 128 None None False False ,7.3368,0.5044,6.9511,7.5136,0.5129,7.5135
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer gru 64 None None True True ,7.734,0.4942,7.5061,7.7808,0.4926,7.7808
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer gru 64 None None True False ,1.4714,0.501,2.5104,0.7063,0.5,0.7063
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer gru 64 None None False True ,7.5694,0.5102,7.5558,7.6023,0.5071,7.6023
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer gru 64 None None False False ,0.8186,0.5007,1.1879,0.6982,0.5054,0.6982
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer gru 128 None None True True ,7.8025,0.4925,7.7599,7.7862,0.4922,7.7862
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer gru 128 None None True False ,7.1906,0.4924,6.517,7.789,0.492,7.7889
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer gru 128 None None False True ,7.5663,0.5097,7.5629,7.6135,0.5064,7.6136
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer gru 128 None None False False ,0.7959,0.502,1.0698,0.6984,0.5,0.6984
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 64 None None True True ,0.7057,0.5001,0.7423,0.695,0.4945,0.695
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 64 None None True False ,0.706,0.5007,0.7476,0.6957,0.5055,0.6957
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 64 None None False True ,0.7142,0.5001,0.782,0.7025,0.4941,0.7025
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 64 None None False False ,0.7071,0.4991,0.7521,0.6951,0.498,0.6951
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer simplernn 128 None None True False --layer lstm 128 None None True True ,7.532,0.5093,7.3077,7.5734,0.509,7.5734
